,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
2020458,2020458,2021-02-22 12:51:25.397556+00:00,x,y,2021-03-02 05:00:00+00:00,2021-03-02 07:00:00+00:00,gamma,True,20.0,1,c-2,2020458,12500.0
6181071,6181071,2021-05-04 21:14:05.783712+00:00,x,y,2021-05-09 05:00:00+00:00,2021-05-09 07:00:00+00:00,alpha,True,35.0,1,a-1,6181071,6995.0
13120789,13120789,2021-07-06 11:47:52.277306+00:00,x,y,2021-07-15 05:00:00+00:00,2021-07-15 06:55:00+00:00,beta,True,40.0,0,b-1,13120789,10810.0
12370156,12370156,2021-07-02 15:26:46.991112+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,15.0,1,a-5,12370156,11245.0
19581312,19581312,2021-08-17 08:32:14.609900+00:00,x,y,2021-08-21 07:00:00+00:00,2021-08-21 09:00:00+00:00,alpha,True,20.0,1,a-5,19581312,17745.0
1387134,1387134,2021-02-07 15:32:59.676512+00:00,x,y,2021-02-10 05:15:00+00:00,2021-02-10 07:25:00+00:00,alpha,True,20.0,1,a-1,1387134,9799.0
17694670,17694670,2021-08-08 08:22:29.136514+00:00,x,y,2021-08-08 10:00:00+00:00,2021-08-08 12:00:00+00:00,gamma,True,20.0,2,c-2,17694670,15065.0
5766735,5766735,2021-04-28 23:37:12.683882+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,alpha,True,15.0,1,a-1,5766735,7796.0
2093479,2093479,2021-02-24 07:49:01.216032+00:00,x,y,2021-03-01 14:00:00+00:00,2021-03-01 15:55:00+00:00,beta,True,20.0,0,b-9,2093479,11825.0
20367881,20367881,2021-08-21 18:44:11.862762+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,True,20.0,0,b-69,20367881,6410.0
5947553,5947553,2021-05-01 14:43:21.232931+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20.0,1,c-6,5947553,9655.0
6010942,6010942,2021-05-02 12:55:10.593900+00:00,x,y,2021-05-31 13:30:00+00:00,2021-05-31 15:30:00+00:00,alpha,True,35.0,1,a-5,6010942,8290.0
3262760,3262760,2021-03-14 17:42:35.366377+00:00,x,y,2021-03-19 15:30:00+00:00,2021-03-19 17:30:00+00:00,alpha,True,35.0,1,a-7,3262760,10799.0
12319133,12319133,2021-07-02 10:32:50.409161+00:00,x,y,2021-07-18 17:00:00+00:00,2021-07-18 18:59:00+00:00,gamma,True,20.0,1,c-6,12319133,10425.0
12353208,12353208,2021-07-02 13:37:31.813110+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,15.0,1,a-9,12353208,14945.0
2043894,2043894,2021-02-23 04:41:16.746814+00:00,x,y,2021-03-06 08:00:00+00:00,2021-03-06 09:55:00+00:00,beta,True,20.0,0,b-67,2043894,11462.0
10513787,10513787,2021-06-20 03:35:23.876427+00:00,x,y,2021-06-20 09:45:00+00:00,2021-06-20 11:45:00+00:00,gamma,True,20.0,1,c-2,10513787,15075.0
14499837,14499837,2021-07-15 03:37:57.990267+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,gamma,True,20.0,1,c-2,14499837,10285.0
19449188,19449188,2021-08-16 14:10:57.235232+00:00,x,y,2021-09-03 14:00:00+00:00,2021-09-03 16:00:00+00:00,gamma,True,20.0,2,c-4,19449188,8500.0
3715666,3715666,2021-03-23 09:47:02.282304+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,alpha,True,35.0,1,a-1,3715666,10799.0
15475456,15475456,2021-07-22 18:52:17.032961+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,35.0,1,a-1,15475456,12645.0
21030454,21030454,2021-08-26 07:31:45.934819+00:00,x,y,2021-10-24 05:30:00+00:00,2021-10-24 07:30:00+00:00,gamma,True,20.0,1,c-2,21030454,6870.0
20582819,20582819,2021-08-23 08:25:51.908905+00:00,x,y,2021-12-12 17:00:00+00:00,2021-12-12 18:59:00+00:00,gamma,True,20.0,2,c-6,20582819,10530.0
5968794,5968794,2021-05-01 20:16:16.575213+00:00,x,y,2021-05-27 17:00:00+00:00,2021-05-27 18:59:00+00:00,gamma,True,20.0,2,c-6,5968794,9650.0
15869430,15869430,2021-07-25 14:46:41.516833+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,2,c-6,15869430,8765.0
7387882,7387882,2021-05-21 12:21:06.676054+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,alpha,True,35.0,1,a-1,7387882,7520.0
7459393,7459393,2021-05-22 08:37:14.965206+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,True,20.0,2,c-2,7459393,9025.0
17384219,17384219,2021-08-06 13:51:44.044203+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,15.0,1,a-9,17384219,12945.0
12080825,12080825,2021-07-01 01:57:26.759974+00:00,x,y,2021-07-08 04:00:00+00:00,2021-07-08 06:00:00+00:00,alpha,True,15.0,1,a-1,12080825,7150.0
12279504,12279504,2021-07-02 06:54:25.060867+00:00,x,y,2021-07-11 16:00:00+00:00,2021-07-11 18:00:00+00:00,alpha,True,15.0,1,a-23,12279504,14945.0
7969051,7969051,2021-05-28 17:33:17.583271+00:00,x,y,2021-06-17 10:00:00+00:00,2021-06-17 12:00:00+00:00,alpha,True,15.0,1,a-9,7969051,7124.0
14552953,14552953,2021-07-15 11:18:35.040619+00:00,x,y,2021-08-11 11:00:00+00:00,2021-08-11 12:55:00+00:00,beta,True,20.0,0,b-69,14552953,6440.0
10385212,10385212,2021-06-18 21:01:14.971516+00:00,x,y,2021-06-28 13:00:00+00:00,2021-06-28 15:00:00+00:00,alpha,True,15.0,1,a-9,10385212,6531.0
1398494,1398494,2021-02-07 21:26:13.697462+00:00,x,y,2021-02-12 16:00:00+00:00,2021-02-12 18:10:00+00:00,alpha,True,0.0,0,a-7,1398494,8739.0
9836334,9836334,2021-06-14 11:23:10.776403+00:00,x,y,2021-06-21 04:00:00+00:00,2021-06-21 06:00:00+00:00,alpha,True,35.0,1,a-1,9836334,7124.0
18171834,18171834,2021-08-10 10:55:11.846503+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,15.0,1,a-9,18171834,9045.0
10553920,10553920,2021-06-20 10:26:50.957947+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,10553920,7620.0
16704321,16704321,2021-07-31 23:55:38.036710+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20.0,1,c-6,16704321,9280.0
13166551,13166551,2021-07-06 16:18:20.202872+00:00,x,y,2021-07-11 16:00:00+00:00,2021-07-11 18:00:00+00:00,alpha,True,15.0,1,a-23,13166551,18945.0
9749066,9749066,2021-06-13 19:21:37.051772+00:00,x,y,2021-06-29 07:00:00+00:00,2021-06-29 09:00:00+00:00,alpha,True,15.0,1,a-5,9749066,6531.0
21602960,21602960,2021-08-30 16:35:59.876960+00:00,x,y,2021-09-01 13:00:00+00:00,2021-09-01 15:00:00+00:00,alpha,True,15.0,1,a-9,21602960,9045.0
6721633,6721633,2021-05-13 10:20:47.999790+00:00,x,y,2021-05-18 11:00:00+00:00,2021-05-18 12:55:00+00:00,beta,True,40.0,0,b-69,6721633,12523.0
15053371,15053371,2021-07-19 07:43:01.234120+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,True,15.0,1,a-5,15053371,11245.0
16789924,16789924,2021-08-01 17:07:04.202710+00:00,x,y,2021-08-10 05:00:00+00:00,2021-08-10 06:55:00+00:00,beta,True,20.0,0,b-1,16789924,7330.0
18421344,18421344,2021-08-11 09:16:51.504665+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,20.0,1,a-1,18421344,14645.0
6156713,6156713,2021-05-04 14:40:45.771631+00:00,x,y,2021-05-08 17:00:00+00:00,2021-05-08 18:59:00+00:00,gamma,True,20.0,2,c-6,6156713,8390.0
14766721,14766721,2021-07-16 23:48:39.806896+00:00,x,y,2021-07-25 09:00:00+00:00,2021-07-25 10:55:00+00:00,beta,True,40.0,0,b-69,14766721,9160.0
20167056,20167056,2021-08-20 12:51:45.666379+00:00,x,y,2021-08-31 05:00:00+00:00,2021-08-31 06:55:00+00:00,beta,True,20.0,0,b-1,20167056,6420.0
4326564,4326564,2021-04-06 14:48:35.214603+00:00,x,y,2021-08-28 15:30:00+00:00,2021-08-28 17:30:00+00:00,alpha,True,15.0,1,a-7,4326564,8390.0
12109335,12109335,2021-07-01 06:45:56.608502+00:00,x,y,2021-07-03 10:00:00+00:00,2021-07-03 12:00:00+00:00,alpha,True,35.0,1,a-7,12109335,14645.0
15297884,15297884,2021-07-21 10:52:49.711945+00:00,x,y,2021-08-01 05:00:00+00:00,2021-08-01 06:55:00+00:00,beta,True,40.0,0,b-1,15297884,13070.0
14350814,14350814,2021-07-14 04:24:22.707784+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,15.0,1,a-9,14350814,11245.0
19915225,19915225,2021-08-19 03:36:08.640897+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,gamma,True,20.0,1,c-2,19915225,26165.0
13762332,13762332,2021-07-10 07:44:19.124879+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,15.0,1,a-23,13762332,18945.0
14232838,14232838,2021-07-13 09:22:23.075671+00:00,x,y,2021-07-24 17:00:00+00:00,2021-07-24 18:59:00+00:00,gamma,True,20.0,2,c-6,14232838,21120.0
13080767,13080767,2021-07-06 08:20:47.037254+00:00,x,y,2021-08-11 11:00:00+00:00,2021-08-11 12:55:00+00:00,beta,True,40.0,0,b-69,13080767,8130.0
8059194,8059194,2021-05-29 19:05:37.398341+00:00,x,y,2021-06-05 11:00:00+00:00,2021-06-05 13:00:00+00:00,gamma,True,20.0,1,c-4,8059194,10900.0
10537164,10537164,2021-06-20 08:11:33.369910+00:00,x,y,2021-07-13 14:00:00+00:00,2021-07-13 15:55:00+00:00,beta,True,20.0,0,b-9,10537164,6375.0
721857,721857,2021-01-21 15:18:46.518105+00:00,x,y,2021-01-21 16:00:00+00:00,2021-01-21 18:10:00+00:00,alpha,True,0.0,0,a-7,721857,8739.0
12469245,12469245,2021-07-03 06:07:20.028801+00:00,x,y,2021-07-07 07:00:00+00:00,2021-07-07 09:00:00+00:00,alpha,True,15.0,1,a-5,12469245,9045.0
19392587,19392587,2021-08-16 08:25:00.320287+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 16:00:00+00:00,gamma,True,20.0,1,c-4,19392587,8750.0
19021582,19021582,2021-08-14 07:43:14.378102+00:00,x,y,2021-08-16 05:30:00+00:00,2021-08-16 07:30:00+00:00,gamma,True,20.0,1,c-2,19021582,7245.0
5833373,5833373,2021-04-29 23:32:47.230133+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,True,20.0,1,c-2,5833373,8650.0
20989388,20989388,2021-08-25 20:43:02.532860+00:00,x,y,2021-08-27 10:35:00+00:00,2021-08-27 12:35:00+00:00,omega,True,20.0,1,d-3,20989388,15000.0
19348241,19348241,2021-08-16 00:55:59.989240+00:00,x,y,2021-08-18 10:00:00+00:00,2021-08-18 12:00:00+00:00,gamma,True,20.0,1,c-2,19348241,8525.0
9192620,9192620,2021-06-09 10:26:19.117983+00:00,x,y,2021-07-08 05:00:00+00:00,2021-07-08 06:55:00+00:00,beta,True,20.0,0,b-1,9192620,10057.0
1724437,1724437,2021-02-15 14:37:19.829321+00:00,x,y,2021-02-21 05:00:00+00:00,2021-02-21 07:00:00+00:00,gamma,True,20.0,2,c-2,1724437,13750.0
7460609,7460609,2021-05-22 08:52:54.250018+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,True,20.0,2,c-2,7460609,9025.0
11541958,11541958,2021-06-27 18:57:33.847201+00:00,x,y,2021-06-29 17:00:00+00:00,2021-06-29 18:59:00+00:00,gamma,True,20.0,1,c-6,11541958,9530.0
18400125,18400125,2021-08-11 07:27:08.371944+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,True,15.0,1,a-5,18400125,14945.0
16144171,16144171,2021-07-27 11:22:08.652658+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,gamma,True,20.0,1,c-2,16144171,7765.0
1758848,1758848,2021-02-16 09:31:14.337643+00:00,x,y,2021-02-19 16:30:00+00:00,2021-02-19 18:25:00+00:00,beta,True,20.0,0,b-19,1758848,11452.0
6698908,6698908,2021-05-12 19:22:53.754787+00:00,x,y,2021-05-31 17:00:00+00:00,2021-05-31 18:59:00+00:00,gamma,True,20.0,1,c-6,6698908,7390.0
21333868,21333868,2021-08-28 11:31:45.477105+00:00,x,y,2021-09-01 04:00:00+00:00,2021-09-01 06:00:00+00:00,alpha,True,20.0,1,a-1,21333868,8381.0
5766578,5766578,2021-04-28 23:31:55.922552+00:00,x,y,2021-05-02 17:00:00+00:00,2021-05-02 18:59:00+00:00,gamma,True,20.0,2,c-6,5766578,8390.0
8612111,8612111,2021-06-03 15:18:09.119688+00:00,x,y,2021-06-06 16:00:00+00:00,2021-06-06 18:00:00+00:00,alpha,True,15.0,1,a-23,8612111,15692.0
1990510,1990510,2021-02-21 19:38:48.076855+00:00,x,y,2021-02-24 17:00:00+00:00,2021-02-24 18:59:00+00:00,gamma,True,20.0,1,c-6,1990510,12500.0
6650159,6650159,2021-05-11 21:53:58.003606+00:00,x,y,2021-05-26 13:00:00+00:00,2021-05-26 15:00:00+00:00,alpha,True,35.0,1,a-5,6650159,6995.0
13632718,13632718,2021-07-09 10:57:32.021016+00:00,x,y,2021-07-15 09:45:00+00:00,2021-07-15 11:45:00+00:00,gamma,True,20.0,2,c-2,13632718,15065.0
11204823,11204823,2021-06-25 11:31:17.269768+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,35.0,1,a-5,11204823,11072.0
17485289,17485289,2021-08-07 06:34:37.031571+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,alpha,True,20.0,1,a-7,17485289,8381.0
19587582,19587582,2021-08-17 09:11:52.314289+00:00,x,y,2021-08-21 04:40:00+00:00,2021-08-21 06:40:00+00:00,omega,True,20.0,1,d-1,19587582,16500.0
21036955,21036955,2021-08-26 08:24:52.902231+00:00,x,y,2021-09-30 04:40:00+00:00,2021-09-30 06:40:00+00:00,omega,True,20.0,1,d-1,21036955,6870.0
12758923,12758923,2021-07-04 15:03:29.689840+00:00,x,y,2021-07-26 10:30:00+00:00,2021-07-26 12:25:00+00:00,beta,True,40.0,0,b-69,12758923,8140.0
896956,896956,2021-01-26 12:33:16.971334+00:00,x,y,2021-01-26 13:00:00+00:00,2021-01-26 15:00:00+00:00,alpha,True,0.0,0,a-5,896956,8739.0
16682837,16682837,2021-07-31 18:26:43.815986+00:00,x,y,2021-10-20 14:00:00+00:00,2021-10-20 16:00:00+00:00,gamma,True,20.0,1,c-4,16682837,12560.0
12990641,12990641,2021-07-05 18:02:31.764836+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,15.0,1,a-9,12990641,17445.0
16310363,16310363,2021-07-28 15:54:11.649286+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,1,c-4,16310363,10425.0
8433525,8433525,2021-06-02 01:32:22.922506+00:00,x,y,2021-06-04 11:00:00+00:00,2021-06-04 13:00:00+00:00,gamma,True,20.0,2,c-4,8433525,11900.0
8493178,8493178,2021-06-02 13:23:28.875567+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 13:00:00+00:00,gamma,True,20.0,2,c-4,8493178,11900.0
8429776,8429776,2021-06-01 22:36:10.026467+00:00,x,y,2021-06-08 17:00:00+00:00,2021-06-08 18:59:00+00:00,gamma,True,20.0,2,c-6,8429776,11900.0
7164755,7164755,2021-05-19 06:57:41.733290+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 07:00:00+00:00,alpha,True,15.0,1,a-1,7164755,6531.0
15650134,15650134,2021-07-23 21:41:05.272407+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,15.0,1,a-7,15650134,23895.0
3666365,3666365,2021-03-22 07:47:52.547536+00:00,x,y,2021-04-07 14:00:00+00:00,2021-04-07 15:55:00+00:00,beta,True,20.0,0,b-9,3666365,9281.0
6316675,6316675,2021-05-06 21:40:22.717570+00:00,x,y,2021-05-09 05:00:00+00:00,2021-05-09 07:00:00+00:00,gamma,True,20.0,2,c-2,6316675,8390.0
7632768,7632768,2021-05-24 08:14:48.005885+00:00,x,y,2021-05-29 10:00:00+00:00,2021-05-29 12:00:00+00:00,alpha,True,15.0,1,a-9,7632768,7520.0
18625271,18625271,2021-08-12 08:16:01.806664+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,True,15.0,1,a-5,18625271,9045.0
5117438,5117438,2021-04-21 10:18:07.851453+00:00,x,y,2021-04-25 05:00:00+00:00,2021-04-25 06:55:00+00:00,beta,True,20.0,0,b-1,5117438,7737.0
18404262,18404262,2021-08-11 07:49:45.937024+00:00,x,y,2021-09-08 04:40:00+00:00,2021-09-08 06:40:00+00:00,omega,True,20.0,1,d-1,18404262,6870.0
11840643,11840643,2021-06-29 15:26:28.848510+00:00,x,y,2021-07-10 14:45:00+00:00,2021-07-10 16:45:00+00:00,gamma,True,20.0,2,c-4,11840643,13050.0
9407292,9407292,2021-06-11 12:33:00.097557+00:00,x,y,2021-07-13 11:00:00+00:00,2021-07-13 13:00:00+00:00,gamma,True,20.0,2,c-4,9407292,11900.0
14746292,14746292,2021-07-16 18:28:53.770438+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,15.0,1,a-5,14746292,23895.0
9427758,9427758,2021-06-11 16:29:43.085190+00:00,x,y,2021-07-01 07:00:00+00:00,2021-07-01 09:00:00+00:00,alpha,True,35.0,1,a-5,9427758,9707.0
2330803,2330803,2021-02-28 14:03:46.636083+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 06:55:00+00:00,beta,True,20.0,0,b-1,2330803,6944.0
14984206,14984206,2021-07-18 15:53:58.995683+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,15.0,1,a-1,14984206,11245.0
15748236,15748236,2021-07-24 17:49:37.096408+00:00,x,y,2021-08-05 11:00:00+00:00,2021-08-05 12:55:00+00:00,beta,True,40.0,0,b-69,15748236,8250.0
10356212,10356212,2021-06-18 16:41:20.932148+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,10356212,7620.0
7361707,7361707,2021-05-21 07:28:28.464615+00:00,x,y,2021-05-23 10:00:00+00:00,2021-05-23 12:00:00+00:00,alpha,True,35.0,1,a-9,7361707,14327.0
9976735,9976735,2021-06-15 11:46:04.298360+00:00,x,y,2021-07-29 13:00:00+00:00,2021-07-29 15:00:00+00:00,alpha,True,15.0,1,a-9,9976735,6531.0
4759822,4759822,2021-04-18 17:44:30.771256+00:00,x,y,2021-04-21 17:00:00+00:00,2021-04-21 18:59:00+00:00,gamma,True,0.0,0,c-6,4759822,7065.0
15566750,15566750,2021-07-23 11:00:17.650536+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 15:55:00+00:00,beta,True,40.0,0,b-9,15566750,15520.0
15349899,15349899,2021-07-21 20:17:21.464910+00:00,x,y,2021-08-19 14:00:00+00:00,2021-08-19 16:00:00+00:00,gamma,True,20.0,1,c-4,15349899,9280.0
20265919,20265919,2021-08-21 05:35:14.405569+00:00,x,y,2021-09-19 17:05:00+00:00,2021-09-19 19:05:00+00:00,omega,True,20.0,1,d-5,20265919,7950.0
15857583,15857583,2021-07-25 13:13:44.974991+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,1,c-6,15857583,13130.0
18338514,18338514,2021-08-10 21:43:21.604125+00:00,x,y,2021-08-21 04:00:00+00:00,2021-08-21 06:00:00+00:00,alpha,True,15.0,1,a-1,18338514,11245.0
4166108,4166108,2021-04-02 05:55:36.234563+00:00,x,y,2021-04-27 05:00:00+00:00,2021-04-27 07:00:00+00:00,alpha,True,15.0,1,a-1,4166108,9798.0
10443807,10443807,2021-06-19 11:22:55.316822+00:00,x,y,2021-06-24 04:00:00+00:00,2021-06-24 06:00:00+00:00,alpha,True,35.0,1,a-1,10443807,7124.0
1098376,1098376,2021-01-31 14:30:51.693294+00:00,x,y,2021-02-20 16:00:00+00:00,2021-02-20 18:10:00+00:00,alpha,True,0.0,0,a-7,1098376,8739.0
18718728,18718728,2021-08-12 16:49:34.580879+00:00,x,y,2021-08-14 14:00:00+00:00,2021-08-14 15:55:00+00:00,beta,True,40.0,0,b-9,18718728,11870.0
3672349,3672349,2021-03-22 09:54:18.423784+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,alpha,True,15.0,1,a-1,3672349,9798.0
6886294,6886294,2021-05-16 00:17:38.317911+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,True,20.0,1,c-6,6886294,7390.0
20419002,20419002,2021-08-22 06:57:32.129071+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,True,20.0,1,a-9,20419002,10545.0
9378482,9378482,2021-06-11 07:21:50.202054+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,True,15.0,1,a-1,9378482,9403.0
19011164,19011164,2021-08-14 06:34:56.890309+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,gamma,True,20.0,2,c-2,19011164,19105.0
10770977,10770977,2021-06-22 06:21:03.892411+00:00,x,y,2021-06-23 14:00:00+00:00,2021-06-23 16:00:00+00:00,gamma,True,20.0,1,c-4,10770977,6900.0
3829668,3829668,2021-03-25 16:16:38.022127+00:00,x,y,2021-03-29 14:00:00+00:00,2021-03-29 15:55:00+00:00,beta,True,40.0,0,b-9,3829668,9800.0
3475093,3475093,2021-03-18 10:27:04.624025+00:00,x,y,2021-03-25 13:30:00+00:00,2021-03-25 15:30:00+00:00,alpha,True,35.0,1,a-5,3475093,10799.0
16576262,16576262,2021-07-30 19:35:03.890025+00:00,x,y,2021-08-07 05:00:00+00:00,2021-08-07 06:55:00+00:00,beta,True,40.0,0,b-1,16576262,11080.0
21197343,21197343,2021-08-27 10:46:44.789681+00:00,x,y,2021-09-03 16:00:00+00:00,2021-09-03 18:00:00+00:00,alpha,True,20.0,1,a-23,21197343,10545.0
3371605,3371605,2021-03-16 13:37:31.552957+00:00,x,y,2021-04-10 13:30:00+00:00,2021-04-10 15:30:00+00:00,alpha,True,35.0,1,a-5,3371605,10799.0
984421,984421,2021-01-28 15:27:18.623518+00:00,x,y,2021-02-15 11:00:00+00:00,2021-02-15 12:55:00+00:00,beta,True,35.0,0,b-69,984421,9564.0
7806605,7806605,2021-05-26 13:42:12.306285+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20.0,1,c-4,7806605,8025.0
15718851,15718851,2021-07-24 13:53:22.929679+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,15718851,18345.0
9606421,9606421,2021-06-12 20:03:00.078639+00:00,x,y,2021-08-20 07:00:00+00:00,2021-08-20 09:00:00+00:00,alpha,True,15.0,1,a-5,9606421,6531.0
15136647,15136647,2021-07-19 19:51:34.274682+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,15136647,10285.0
18233479,18233479,2021-08-10 16:12:17.150006+00:00,x,y,2021-08-24 17:05:00+00:00,2021-08-24 19:05:00+00:00,omega,True,20.0,1,d-5,18233479,7950.0
17575863,17575863,2021-08-07 15:28:13.213406+00:00,x,y,2021-08-12 07:00:00+00:00,2021-08-12 09:00:00+00:00,alpha,True,15.0,1,a-5,17575863,6524.0
11457887,11457887,2021-06-27 09:14:16.088745+00:00,x,y,2021-07-03 10:00:00+00:00,2021-07-03 12:00:00+00:00,alpha,True,15.0,1,a-7,11457887,9497.0
569111,569111,2021-01-17 10:04:31.254549+00:00,x,y,2021-01-18 05:00:00+00:00,2021-01-18 07:00:00+00:00,gamma,True,32.0,1,c-2,569111,10410.0
9373038,9373038,2021-06-11 06:29:34.949272+00:00,x,y,2021-06-12 17:00:00+00:00,2021-06-12 18:59:00+00:00,gamma,True,20.0,1,c-6,9373038,10900.0
3763123,3763123,2021-03-24 09:59:26.719153+00:00,x,y,2021-03-26 17:00:00+00:00,2021-03-26 18:59:00+00:00,gamma,True,20.0,2,c-6,3763123,10800.0
14587417,14587417,2021-07-15 15:26:47.950159+00:00,x,y,2021-08-04 05:00:00+00:00,2021-08-04 06:55:00+00:00,beta,True,20.0,0,b-1,14587417,6760.0
2032681,2032681,2021-02-22 17:54:55.916148+00:00,x,y,2021-02-25 17:00:00+00:00,2021-02-25 18:59:00+00:00,gamma,True,20.0,2,c-6,2032681,14000.0
2146254,2146254,2021-02-25 13:57:32.217805+00:00,x,y,2021-03-25 05:00:00+00:00,2021-03-25 07:00:00+00:00,gamma,True,20.0,1,c-2,2146254,12500.0
20062438,20062438,2021-08-19 20:58:50.091734+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,20.0,1,a-7,20062438,10545.0
10657082,10657082,2021-06-21 08:04:45.274996+00:00,x,y,2021-07-02 17:00:00+00:00,2021-07-02 18:59:00+00:00,gamma,True,20.0,1,c-6,10657082,6620.0
20155005,20155005,2021-08-20 11:35:21.595453+00:00,x,y,2021-09-10 10:00:00+00:00,2021-09-10 12:00:00+00:00,alpha,True,20.0,1,a-7,20155005,7524.0
21499541,21499541,2021-08-29 18:05:28.384237+00:00,x,y,2021-12-30 04:40:00+00:00,2021-12-30 06:40:00+00:00,omega,True,20.0,1,d-1,21499541,6870.0
20380694,20380694,2021-08-21 20:20:25.747617+00:00,x,y,2021-09-12 14:00:00+00:00,2021-09-12 16:00:00+00:00,gamma,True,20.0,1,c-4,20380694,6870.0
13724260,13724260,2021-07-09 22:06:05.561479+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,2,c-6,13724260,8765.0
18298319,18298319,2021-08-10 19:44:00.929057+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,2,c-6,18298319,16075.0
13316420,13316420,2021-07-07 12:23:24.161779+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,True,35.0,1,a-5,13316420,22445.0
8047022,8047022,2021-05-29 16:55:06.517075+00:00,x,y,2021-06-01 17:00:00+00:00,2021-06-01 18:59:00+00:00,gamma,True,20.0,1,c-6,8047022,8025.0
